RThumbT,0.785031,0.5695144,15.07829,0.6202054,-0.1455498,0.1688404,,LThumbT,0.8079706,0.5704883,15.03535,-0.4473816,-0.6338664,0.621842
RThumbT,0.785031,0.5695144,15.07829,0.6202054,-0.1455498,0.1688404,,LThumbT,0.8079706,0.5704883,15.03535,-0.4473816,-0.6338664,0.621842
LWrist,3.489117,0.6086988,14.35276,0.06306524,0.1792447,-0.007771092,,RWrist,3.41395,0.6096728,14.17013,-0.2218643,-0.06102879,-0.9730051
RThumbT,3.523683,0.5695144,14.25697,0.6352834,-0.4387196,-0.09786195,,LThumbT,3.50714,0.5704883,14.21118,-0.1559604,-0.6224865,0.7500095
RThumbT,3.523683,0.5695144,14.25697,0.6352834,-0.4387196,-0.09786195,,LThumbT,3.50714,0.5704883,14.21118,-0.1559604,-0.6224865,0.7500095
LWrist,6.367529,0.6086988,13.38632,0.06249253,0.2372222,-0.01150203,,RWrist,6.271242,0.6096728,13.21389,-0.2792474,-0.05987059,-0.9581145
RThumbT,6.390496,0.5695144,13.28711,0.6283517,-0.4752336,-0.1354107,,LThumbT,6.368642,0.5704883,13.24361,-0.1111516,-0.6118742,0.7579466
RThumbT,6.390496,0.5695144,13.28711,0.6283517,-0.4752336,-0.1354107,,LThumbT,6.368642,0.5704883,13.24361,-0.1111516,-0.6118742,0.7579466
LWrist,8.963024,0.6086988,11.8878,0.06249253,0.2372222,-0.01150203,,RWrist,8.866737,0.6096728,11.71537,-0.2792474,-0.05987059,-0.9581145
RThumbT,8.985991,0.5695144,11.7886,0.6283517,-0.4752336,-0.1354107,,LThumbT,8.964137,0.5704883,11.74509,-0.1111516,-0.6118742,0.7579466
RThumbT,8.985991,0.5695144,11.7886,0.6283517,-0.4752336,-0.1354107,,LThumbT,8.964137,0.5704883,11.74509,-0.1111516,-0.6118742,0.7579466
LWrist,11.58738,0.6086988,10.37264,0.06249253,0.2372222,-0.01150203,,RWrist,11.4911,0.6096728,10.20021,-0.2792474,-0.05987059,-0.9581145
RThumbT,11.61035,0.5695144,10.27343,0.6283517,-0.4752336,-0.1354107,,LThumbT,11.5885,0.5704883,10.22992,-0.1111516,-0.6118742,0.7579466
RThumbT,11.61035,0.5695144,10.27343,0.6283517,-0.4752336,-0.1354107,,LThumbT,11.5885,0.5704883,10.22992,-0.1111516,-0.6118742,0.7579466
LWrist,14.1829,0.6086988,8.874118,0.06249253,0.2372222,-0.01150203,,RWrist,14.08662,0.6096728,8.701688,-0.2792474,-0.05987059,-0.9581145
RThumbT,14.20587,0.5695144,8.77491,0.6283517,-0.4752336,-0.1354107,,LThumbT,14.18402,0.5704883,8.731402,-0.1111516,-0.6118742,0.7579466
RThumbT,14.20587,0.5695144,8.77491,0.6283517,-0.4752336,-0.1354107,,LThumbT,14.18402,0.5704883,8.731402,-0.1111516,-0.6118742,0.7579466
LWrist,16.76699,0.6086988,7.427091,0.06354044,0.06528795,-0.0004755687,,RWrist,16.73548,0.6096728,7.232128,-0.1086301,-0.06265709,-0.9920494
RThumbT,16.8225,0.5695144,7.341721,0.6423194,-0.3636813,-0.02424139,,LThumbT,16.81684,0.5704883,7.293363,-0.2410791,-0.6367711,0.7271304
RThumbT,16.8225,0.5695144,7.341721,0.6423194,-0.3636813,-0.02424139,,LThumbT,16.81684,0.5704883,7.293363,-0.2410791,-0.6367711,0.7271304
LWrist,19.71853,0.6086988,6.906656,0.06354044,0.06528795,-0.0004755687,,RWrist,19.68703,0.6096728,6.711693,-0.1086301,-0.06265709,-0.9920494
RThumbT,19.77405,0.5695144,6.821286,0.6423194,-0.3636813,-0.02424139,,LThumbT,19.76839,0.5704883,6.772928,-0.2410791,-0.6367711,0.7271304
RThumbT,19.77405,0.5695144,6.821286,0.6423194,-0.3636813,-0.02424139,,LThumbT,19.76839,0.5704883,6.772928,-0.2410791,-0.6367711,0.7271304
LWrist,22.67008,0.6086988,6.386222,0.06354044,0.06528795,-0.0004755687,,RWrist,22.63857,0.6096728,6.191259,-0.1086301,-0.06265709,-0.9920494
RThumbT,22.72559,0.5695144,6.300852,0.6423194,-0.3636813,-0.02424139,,LThumbT,22.71993,0.5704883,6.252494,-0.2410791,-0.6367711,0.7271304
RThumbT,22.72559,0.5695144,6.300852,0.6423194,-0.3636813,-0.02424139,,LThumbT,22.71993,0.5704883,6.252494,-0.2410791,-0.6367711,0.7271304
LWrist,25.31382,0.6086988,5.079383,0.05954583,0.4019484,-0.022179,,RWrist,25.16436,0.6096728,4.950285,-0.4413798,-0.05526495,-0.8950679
RThumbT,25.30147,0.5695144,4.978303,0.5952917,-0.5723459,-0.2424656,,LThumbT,25.26605,0.5704883,4.944894,0.02215301,-0.5683859,0.765733
RThumbT,25.30147,0.5695144,4.978303,0.5952917,-0.5723459,-0.2424656,,LThumbT,25.26605,0.5704883,4.944894,0.02215301,-0.5683859,0.765733
LWrist,26.88857,0.6086988,2.540699,0.05478986,0.5544617,-0.03218207,,RWrist,26.70397,0.6096728,2.470503,-0.5901011,-0.04898012,-0.804825
RThumbT,26.84239,0.5695144,2.449939,0.5441443,-0.6520678,-0.3421534,,LThumbT,26.79769,0.5704883,2.430658,0.1547846,-0.5076275,0.750253
RThumbT,26.84239,0.5695144,2.449939,0.5441443,-0.6520678,-0.3421534,,LThumbT,26.79769,0.5704883,2.430658,0.1547846,-0.5076275,0.750253
LWrist,27.91356,0.6086988,-0.2755585,0.05478986,0.5544617,-0.03218207,,RWrist,27.72896,0.6096728,-0.3457549,-0.5901011,-0.04898012,-0.804825
RThumbT,27.86738,0.5695144,-0.3663189,0.5441443,-0.6520678,-0.3421534,,LThumbT,27.82268,0.5704883,-0.3856,0.1547846,-0.5076275,0.750253
RThumbT,27.86738,0.5695144,-0.3663189,0.5441443,-0.6520678,-0.3421534,,LThumbT,27.82268,0.5704883,-0.3856,0.1547846,-0.5076275,0.750253
LWrist,28.93855,0.6086988,-3.091815,0.05478986,0.5544617,-0.03218207,,RWrist,28.75395,0.6096728,-3.162011,-0.5901011,-0.04898012,-0.804825
RThumbT,28.89237,0.5695144,-3.182575,0.5441443,-0.6520678,-0.3421534,,LThumbT,28.84767,0.5704883,-3.201856,0.1547846,-0.5076275,0.750253
RThumbT,28.89237,0.5695144,-3.182575,0.5441443,-0.6520678,-0.3421534,,LThumbT,28.84767,0.5704883,-3.201856,0.1547846,-0.5076275,0.750253
LWrist,29.96354,0.6086988,-5.908086,0.05478986,0.5544617,-0.03218207,,RWrist,29.77894,0.6096728,-5.978282,-0.5901011,-0.04898012,-0.804825
RThumbT,29.91736,0.5695144,-5.998846,0.5441443,-0.6520678,-0.3421534,,LThumbT,29.87266,0.5704883,-6.018127,0.1547846,-0.5076275,0.750253
RThumbT,29.91736,0.5695144,-5.998846,0.5441443,-0.6520678,-0.3421534,,LThumbT,29.87266,0.5704883,-6.018127,0.1547846,-0.5076275,0.750253
LWrist,30.98853,0.6086988,-8.724362,0.05478986,0.5544617,-0.03218207,,RWrist,30.80393,0.6096728,-8.794559,-0.5901011,-0.04898012,-0.804825
RThumbT,30.94235,0.5695144,-8.815123,0.5441443,-0.6520678,-0.3421534,,LThumbT,30.89765,0.5704883,-8.834404,0.1547846,-0.5076275,0.750253
RThumbT,30.94235,0.5695144,-8.815123,0.5441443,-0.6520678,-0.3421534,,LThumbT,30.89765,0.5704883,-8.834404,0.1547846,-0.5076275,0.750253
LWrist,32.02491,0.6086988,-11.57193,0.05478986,0.5544617,-0.03218207,,RWrist,31.84031,0.6096728,-11.64213,-0.5901011,-0.04898012,-0.804825
RThumbT,31.97873,0.5695144,-11.66269,0.5441443,-0.6520678,-0.3421534,,LThumbT,31.93402,0.5704883,-11.68197,0.1547846,-0.5076275,0.750253
RThumbT,31.97873,0.5695144,-11.66269,0.5441443,-0.6520678,-0.3421534,,LThumbT,31.93402,0.5704883,-11.68197,0.1547846,-0.5076275,0.750253
LWrist,33.05007,0.6086988,-14.38821,0.05478986,0.5544617,-0.03218207,,RWrist,32.86547,0.6096728,-14.4584,-0.5901011,-0.04898012,-0.804825
RThumbT,33.00389,0.5695144,-14.47897,0.5441443,-0.6520678,-0.3421534,,LThumbT,32.95919,0.5704883,-14.49825,0.1547846,-0.5076275,0.750253
RThumbT,33.00389,0.5695144,-14.47897,0.5441443,-0.6520678,-0.3421534,,LThumbT,32.95919,0.5704883,-14.49825,0.1547846,-0.5076275,0.750253
LWrist,34.07523,0.6086988,-17.20448,0.05478986,0.5544617,-0.03218207,,RWrist,33.89064,0.6096728,-17.27468,-0.5901011,-0.04898012,-0.804825
RThumbT,34.02906,0.5695144,-17.29524,0.5441443,-0.6520678,-0.3421534,,LThumbT,33.98435,0.5704883,-17.31452,0.1547846,-0.5076275,0.750253
RThumbT,34.02906,0.5695144,-17.29524,0.5441443,-0.6520678,-0.3421534,,LThumbT,33.98435,0.5704883,-17.31452,0.1547846,-0.5076275,0.750253
LWrist,35.1004,0.6086988,-20.02076,0.05478986,0.5544617,-0.03218207,,RWrist,34.9158,0.6096728,-20.09096,-0.5901011,-0.04898012,-0.804825
RThumbT,35.05422,0.5695144,-20.11152,0.5441443,-0.6520678,-0.3421534,,LThumbT,35.00951,0.5704883,-20.1308,0.1547846,-0.5076275,0.750253
RThumbT,35.05422,0.5695144,-20.11152,0.5441443,-0.6520678,-0.3421534,,LThumbT,35.00951,0.5704883,-20.1308,0.1547846,-0.5076275,0.750253
LWrist,35.10487,0.6086988,-22.91681,0.02128522,0.9581146,-0.05987114,,RWrist,35.00368,0.6096728,-22.74721,-0.9693753,-0.0115021,-0.2372219
RThumbT,35.00747,0.5695144,-22.8871,0.1969067,-0.757947,-0.6118739,,LThumbT,34.98071,0.5704883,-22.84642,0.6008253,-0.1354104,0.4752335
RThumbT,35.00747,0.5695144,-22.8871,0.1969067,-0.757947,-0.6118739,,LThumbT,34.98071,0.5704883,-22.84642,0.6008253,-0.1354104,0.4752335
LWrist,32.14278,0.6086988,-22.86173,-0.0004755687,0.9958414,-0.06354044,,RWrist,32.17429,0.6096728,-22.66677,-0.9920494,0.01056503,0.1086301
RThumbT,32.08727,0.5695144,-22.77637,-0.02424139,-0.6742212,-0.6423194,,LThumbT,32.09293,0.5704883,-22.72801,0.7271304,0.08766487,0.2410791
RThumbT,32.08727,0.5695144,-22.77637,-0.02424139,-0.6742212,-0.6423194,,LThumbT,32.09293,0.5704883,-22.72801,0.7271304,0.08766487,0.2410791
LWrist,29.19124,0.6086988,-22.34126,-0.0004755687,0.9958414,-0.06354044,,RWrist,29.22274,0.6096728,-22.1463,-0.9920494,0.01056503,0.1086301
RThumbT,29.13572,0.5695144,-22.25589,-0.02424139,-0.6742212,-0.6423194,,LThumbT,29.14138,0.5704883,-22.20753,0.7271304,0.08766487,0.2410791
RThumbT,29.13572,0.5695144,-22.25589,-0.02424139,-0.6742212,-0.6423194,,LThumbT,29.14138,0.5704883,-22.20753,0.7271304,0.08766487,0.2410791
LWrist,27.19366,0.6086988,-20.33387,-0.04120732,0.7208924,-0.04836911,,RWrist,27.39113,0.6096728,-20.33104,-0.6901278,0.04836849,0.7208926
RThumbT,27.26809,0.5695144,-20.26438,-0.431445,-0.2827134,-0.4764631,,LThumbT,27.3167,0.5704883,-20.26155,0.7119769,0.4764638,-0.2827132
RThumbT,27.26809,0.5695144,-20.26438,-0.431445,-0.2827134,-0.4764631,,LThumbT,27.3167,0.5704883,-20.26155,0.7119769,0.4764638,-0.2827132
LWrist,26.15213,0.6086988,-17.81257,-0.0004755687,0.9958414,-0.06354044,,RWrist,26.18363,0.6096728,-17.61761,-0.9920494,0.01056503,0.1086301
RThumbT,26.09661,0.5695144,-17.7272,-0.02424139,-0.6742212,-0.6423194,,LThumbT,26.10227,0.5704883,-17.67884,0.7271304,0.08766487,0.2410791
RThumbT,26.09661,0.5695144,-17.7272,-0.02424139,-0.6742212,-0.6423194,,LThumbT,26.10227,0.5704883,-17.67884,0.7271304,0.08766487,0.2410791
LWrist,23.48087,0.6086988,-16.42254,-0.01150202,0.9693751,-0.06249253,,RWrist,23.57716,0.6096728,-16.25011,-0.9581145,0.02128481,0.2792473
RThumbT,23.45791,0.5695144,-16.32334,-0.1354107,-0.6008256,-0.6283517,,LThumbT,23.47976,0.5704883,-16.27983,0.7579467,0.1969072,0.1111517
RThumbT,23.45791,0.5695144,-16.32334,-0.1354107,-0.6008256,-0.6283517,,LThumbT,23.47976,0.5704883,-16.27983,0.7579467,0.1969072,0.1111517
